,text,pos,imageIds,timestamp,misspellings,news_company_found,language,num_emoji,num_hashtags,profane,retweet,label
1928,"[1, 615, 10, 29, 3, 9, 108]",JJ VBZ JJ NNS JJ NNS RB,sandyA_fake_11,1351618773,0,0,es,1,1,0,0,0
1929,"[1, 615, 10, 29, 3, 9]",JJ VBZ JJ NNS JJ NN,sandyA_fake_11,1351561448,0,0,es,1,1,0,0,0
1930,"[214, 2, 1, 147, 10, 369, 29, 3, 9]",JJ NN NN VBD NN IN NNS JJ NN,sandyA_fake_12,1351604308,0,0,es,0,0,0,0,0
1931,"[733, 473, 22, 1, 2047, 895, 2048, 1057, 993, 228, 3, 9, 18, 26, 12]",NN NN IN JJ JJ NNS VBP JJ NNS IN JJ NN NNS VBP IN,sandyA_fake_32,1351645843,5,0,en,0,1,0,0,0
1932,"[2, 1, 147, 10, 29, 3, 9]",NN NN VBD JJ NNS JJ NN,sandyA_fake_12,1351564140,0,0,es,0,0,0,0,0
1933,"[2379, 1, 317, 10, 29, 3, 9]",NN NN VBD NN NNS JJ NN,sandyA_fake_11,1351559599,1,0,es,0,0,0,0,0
1934,"[66, 216, 10, 147, 2, 1, 29, 3, 9]",JJ NN NN VBD NN NN VBZ JJ NN,sandyA_fake_11,1351558019,0,0,es,0,0,0,0,0
1935,"[149, 2, 1, 317, 10, 369, 29, 3, 9, 4720]",JJ NN NN VBD NN IN NNS JJ NN NN,sandyA_fake_12,1351564518,1,0,es,0,0,0,0,0
1936,"[231, 2416, 121, 3, 9, 558, 2, 1]",DT VBD JJ JJ NN NN NN NN,sandyA_fake_32,1351606494,0,0,es,0,0,0,0,0
1937,"[1, 147, 18, 29, 3, 9, 10, 10]",JJ VBD NNS VBZ JJ NN NN NN,sandyA_fake_32,1351643996,0,0,es,0,0,0,0,0
1938,"[2, 1, 147, 10, 29, 3, 9]",NN NN VBD JJ NNS JJ NN,sandyA_fake_12,1351598871,0,0,es,0,0,0,0,0
1939,"[2, 1, 147, 10, 369, 29, 3, 9, 3056, 356, 4721]",NN NN VBD NN IN NNS JJ NN JJ NN NN,sandyA_fake_12,1351595981,2,0,es,0,0,0,0,0
1940,"[2, 1, 147, 10, 369, 1131, 3, 9, 194]",NN NN VBD NN IN NNS JJ NNS JJ,sandyA_fake_32,1351613802,0,0,es,0,0,0,0,0
1941,"[18, 29, 3, 9, 63, 2, 1]",NNS VBZ JJ NN VBD NN NN,sandyA_fake_32,1351626142,0,0,es,0,0,0,0,0
1942,"[4722, 5, 2, 1, 1073, 10, 29, 3, 9]",NN NN NN NN VBZ JJ NNS JJ NN,sandyA_fake_12,1351605517,2,0,es,0,0,0,1,0
1943,"[2, 1, 615, 10, 29]",NN NN VBZ JJ NNS,sandyA_fake_12,1351562343,0,0,es,0,0,0,0,0
1944,"[25, 2, 1, 147, 10, 369, 29, 3, 9]",NN NN NN VBD NN IN NNS JJ NN,sandyA_fake_12,1351558982,0,0,es,0,0,0,0,0
1945,"[2, 1, 147, 18, 29, 3, 9, 216, 2049, 114, 12]",NN NN VBD NNS VBZ JJ NN NN NN NN IN,sandyA_fake_32,1351802223,1,0,es,0,0,0,0,0
1946,"[5, 4723, 5, 2, 1, 147, 10, 369, 29, 3, 9]",NN NN NN NN NN VBD NN IN NNS JJ NN,sandyA_fake_12,1351554305,2,0,es,0,0,0,1,0
1947,"[67, 361, 7, 10, 29, 3, 9, 898, 1, 19]",JJ VBD NN NN VBZ JJ NN VBG JJ NN,sandyA_fake_12,1351566469,0,0,es,0,0,0,0,0
1948,"[18, 63, 29, 3, 9, 2, 1]",NNS VBD NNS JJ NN NN NN,sandyA_fake_32,1351626243,0,0,es,0,0,0,0,0
1949,"[66, 10, 3, 9, 76, 1, 12, 3082, 12]",JJ NN JJ NN NN JJ IN NN IN,sandyA_fake_11,1351559449,1,0,es,0,0,0,0,0
1950,"[2, 1, 407, 18, 369, 29, 3, 9, 3083, 25]",NN NN VBZ NNS IN NNS JJ NN NN NN,sandyA_fake_32,1351619825,0,0,es,0,1,0,0,0
1951,"[2, 1, 147, 18, 29, 66, 3, 9, 283, 2049, 114]",NN NN VBD NNS NNS JJ JJ NN NN NN NN,sandyA_fake_32,1351646578,1,0,es,0,0,0,0,0
1952,"[4724, 2316, 3084, 4725, 5, 2, 1, 147, 10, 29, 3, 9]",NN NN NN NN NN NN NN VBD JJ NNS JJ NN,sandyA_fake_12,1351567746,2,0,es,0,0,0,1,0
1953,"[2, 1, 407, 18, 369, 29, 3, 9, 3083, 25]",NN NN VBZ NNS IN NNS JJ NN NN NN,sandyA_fake_32,1351610717,0,0,es,0,1,0,0,0
1954,"[4726, 2, 1, 147, 10, 369, 29, 3, 9]",CD NN NN VBD NN IN NNS JJ NN,sandyA_fake_12,1351621572,1,0,es,0,0,0,0,0
1955,"[5, 4727, 2, 1, 1582, 10, 369, 29, 3, 9]",NN CC NN NN VBD JJ IN NNS JJ NN,sandyA_fake_12,1351624103,2,0,es,0,0,0,1,0
1956,"[5, 2, 1, 147, 10, 29, 3, 9]",NN NN NN VBD JJ NNS JJ NN,sandyA_fake_12,1351558723,1,0,es,0,0,0,1,0
1957,"[68, 5, 10, 10, 2, 1, 147, 10, 369, 29, 3, 9]",JJ NN NN NN NN NN VBD NN IN NNS JJ NN,sandyA_fake_12,1351601358,1,0,es,0,1,0,1,0
1958,"[2, 1, 147, 10, 369, 29, 3, 9]",NN NN VBD NN IN NNS JJ NN,sandyA_fake_12,1351561969,0,0,es,0,0,0,0,0
1959,"[148, 667, 2417, 1215, 1, 1582, 10, 369, 29, 3, 9]",NN NN VBZ JJ NNS VBD JJ IN NNS JJ NN,sandyA_fake_12,1351602002,1,0,es,0,1,0,0,0
1960,"[4728, 2, 1, 509, 147, 810, 156, 1202, 3, 9, 178, 10]",JJ NN NN RB VBD JJ JJ JJ JJ NN NN NN,sandyA_fake_12,1351553849,0,0,es,0,0,1,0,0
1961,"[67, 5, 2, 1, 147, 10, 369, 29, 3, 9]",NN NN NN NN VBD NN IN NNS JJ NN,sandyA_fake_12,1351559589,1,0,es,0,0,0,1,0
1962,"[5, 2, 1, 147, 10, 29, 3, 9, 67]",NN NN NN VBD JJ NNS JJ NN NN,sandyA_fake_12,1351554379,1,0,es,0,0,0,0,0
1963,"[733, 473, 22, 1, 2047, 895, 2048, 1057, 993, 228, 3, 9, 18, 26, 12]",NN NN IN JJ JJ NNS VBP JJ NNS IN JJ NN NNS VBP IN,sandyA_fake_32,1351613400,5,0,en,0,1,0,0,0
1964,"[3, 9, 2, 1, 615, 18, 29, 806]",JJ NN NN NN VBZ NNS NNS JJ,sandyA_fake_05,1351617992,0,0,es,0,0,0,0,0
1965,"[2, 1, 147, 10, 369, 29, 3, 9]",NN NN VBD NN IN NNS JJ NN,sandyA_fake_12,1351565332,0,0,es,0,0,0,0,0
1966,"[18, 3, 9, 29, 234, 1583, 1581, 2, 1]",NNS JJ JJ NNS JJ VBG NN NN NN,sandyA_fake_32,1351562038,0,0,es,0,0,0,0,0
1967,"[18, 3085, 29, 1323, 559, 2, 1]",NNS VBP NNS VBD JJ NN NN,sandyA_fake_11,1351606931,0,0,es,0,0,0,0,0
1968,"[2, 1, 147, 10, 369, 29, 3, 9, 541]",NN NN VBD NN IN NNS JJ NN NN,sandyA_fake_32,1351559981,1,0,es,1,1,0,0,0
1969,"[5, 2, 1, 147, 10, 29, 3, 9]",NN NN NN VBD JJ NNS JJ NN,sandyA_fake_12,1351569815,1,0,es,0,0,0,1,0
1970,"[2, 1, 147, 10, 369, 1131, 3, 9, 194]",NN NN VBD NN IN NNS JJ NNS JJ,sandyA_fake_32,1351607228,0,0,es,0,0,0,0,0
1971,"[2, 1, 407, 18, 369, 29, 3, 9, 25]",NN NN VBZ NNS IN NNS JJ NN NN,sandyA_fake_32,1351622353,0,0,es,0,1,0,0,0
1972,"[2, 1, 407, 18, 369, 29, 3, 9]",NN NN VBZ NNS IN NNS JJ NN,sandyA_fake_32,1351609631,0,0,es,0,1,0,0,0
1973,"[66, 10, 3, 9, 76, 1, 12, 3082]",JJ NN JJ NN NN JJ IN NN,sandyA_fake_11,1351559156,1,0,es,0,0,0,0,0
1974,"[2418, 2, 1, 147, 10, 29, 3, 9]",RB NN NN VBD JJ NNS JJ NN,sandyA_fake_11,1351580475,0,0,es,0,1,0,0,0
1975,"[320, 46, 10, 4729, 29, 3, 8, 2, 1]",VBG NN NN VBN NNS JJ NN NN NN,sandyA_fake_32,1351567245,0,0,es,0,1,0,0,0
1976,"[1120, 5, 43, 105, 14, 21, 30, 2, 1, 1223, 118]",NN NN NNS VBG NN JJ NN NN NN NNS VBP,sandyA_fake_31,1351536734,1,0,en,3,1,0,1,0
1977,"[43, 51, 105, 14, 21, 43, 1778, 2, 1, 1195, 468, 269]",NNS RB VBG JJ JJ NNS RB VBP NNS VBP JJ JJ,sandyA_fake_49,1351530884,0,0,en,0,3,0,0,0
1978,"[43, 105, 14, 21, 30, 2, 1, 1223, 118]",NNS VBG NN JJ NN NN NN NNS VBP,sandyA_fake_31,1351543718,0,0,en,3,1,0,0,0
1979,"[20, 5, 43, 105, 14, 21, 30, 2, 1, 1223, 118]",VBG NN NNS VBG NN JJ NN NN NN NNS VBP,sandyA_fake_31,1351535198,1,0,en,0,1,0,1,0
1980,"[43, 105, 14, 21, 2, 1, 85, 4730]",NNS VBG NN JJ NN NN NN NN,sandyA_fake_02,1351530428,0,0,en,0,2,0,0,0
1981,"[43, 105, 14, 21, 30, 2, 1, 454, 531]",NNS VBG NN JJ NN NN JJ NN NN,sandyA_fake_31,1351533434,1,0,en,1,2,0,0,0
1982,"[43, 105, 14, 21, 30, 2, 1, 96, 531]",NNS VBG NN JJ NN NN VBD JJ NN,sandyA_fake_31,1351535662,1,0,en,0,1,0,0,0
1983,"[2, 1, 991, 265, 43, 105, 14, 21, 30, 1120]",NN NN JJ NN NNS VBG NN JJ JJR NN,sandyA_fake_01,1351539484,0,0,en,0,1,0,0,0
1984,"[269, 5, 43, 105, 14, 21, 30, 2, 1]",JJ NN NNS VBG NN JJ NN NN NN,sandyA_fake_02,1351546197,1,0,en,0,0,0,1,0
1985,"[43, 105, 14, 21, 30, 2, 1, 1223, 118]",NNS VBG NN JJ NN NN NN NNS VBP,sandyA_fake_31,1351538529,0,0,en,0,1,0,0,0
1986,"[632, 85, 43, 105, 14, 21, 30, 2, 1, 118, 1398]",JJ NN NNS VBG NN JJ NN NN NN NN NN,sandyA_fake_02,1351565615,0,0,en,0,2,0,0,0
1987,"[43, 105, 21, 43, 14, 2, 1, 48, 4731, 4732, 2050, 2419, 1197, 1120]",NNS VBG JJ NNS VBP NN NN JJ JJ JJ JJ JJ NN NN,sandyA_fake_31,1351548689,4,0,en,0,8,0,0,0
1988,"[43, 105, 1388, 21, 30, 2, 1, 362, 4733]",NNS VBG VBP JJ JJR NN NN NN NN,sandyA_fake_31,1351539949,2,0,en,0,2,0,0,0
1989,"[43, 51, 105, 14, 21, 30, 1778, 2, 1, 328, 2051, 163]",NNS RB VBG JJ JJ JJR RB NN NN VBZ RB NNS,sandyA_fake_01,1351552390,1,0,en,0,0,0,0,0
1990,"[43, 105, 14, 21, 30, 518, 2, 1, 149, 3086]",NNS VBG NN JJ NN JJ NN NN JJ NN,sandyA_fake_01,1351529096,1,0,en,0,1,0,0,0
1991,"[43, 105, 14, 21, 30, 2, 1, 454, 531]",NNS VBG NN JJ NN NN JJ NN NN,sandyA_fake_31,1351536780,1,0,en,1,2,0,0,0
1992,"[43, 105, 14, 21, 30, 2, 1, 96, 531]",NNS VBG NN JJ NN NN VBD JJ NN,sandyA_fake_31,1351536588,1,0,en,0,1,0,0,0
1993,"[268, 85, 43, 105, 14, 21, 30, 2, 1, 531]",JJ NN NNS VBG NN JJ NN NN NN NN,sandyA_fake_49,1351553689,1,0,en,1,1,0,0,0
1994,"[1, 211, 43, 105, 14, 301, 43, 66]",JJ NN NNS VBG NN JJ NNS JJ,sandyA_fake_31,1351530024,0,0,en,0,0,0,0,0
1995,"[338, 3087, 116, 43, 105, 14, 21, 43, 2, 1, 118, 22, 22, 22]",JJ NNS VBP NNS VBG NN JJ NNS VBP NN NN JJ NN NN,sandyA_fake_31,1351565806,1,0,en,0,1,0,0,0
1996,"[36, 2, 1, 1301, 43, 105, 14, 21, 30, 1206, 1121, 2402]",RB NN JJ NN NNS VBG NN JJ NN VBZ NNS NN,sandyA_fake_01,1351538103,0,0,en,0,1,0,0,0
1997,"[43, 105, 14, 21, 30, 456, 2, 1, 587, 66, 85]",NNS VBG NN JJ JJR IN NN NN RB JJ NN,sandyA_fake_03,1351549356,0,0,en,0,0,0,0,0
1998,"[77, 230, 43, 105, 14, 21, 30, 19, 1]",NN NN NNS VBG NN JJ NN NN NN,sandyA_fake_27,1351564957,0,0,en,0,1,0,0,0
1999,"[25, 43, 105, 14, 21, 30, 2, 1, 445, 3088, 1552]",NN NNS VBG NN JJ NN NN NN VBZ RB VBG,sandyA_fake_01,1351539207,0,0,en,0,0,0,0,0
2000,"[25, 5, 43, 105, 14, 21, 30, 2, 1]",NN NN NNS VBG NN JJ NN NN NN,sandyA_fake_02,1351548949,1,0,en,0,0,0,1,0
2001,"[43, 105, 14, 21, 30, 2, 1, 1223, 118, 276]",NNS VBG NN JJ NN NN NN NNS VBP NN,sandyA_fake_31,1351539852,0,0,en,3,2,0,0,0
2002,"[43, 51, 105, 14, 21, 30, 456, 2, 1, 1110, 163]",NNS RB VBG JJ JJ JJR IN NN VBP NN NN,sandyA_fake_49,1351533664,1,0,en,4,0,0,0,0
2003,"[43, 105, 14, 21, 30, 161, 151, 72, 36, 2, 1, 48]",NNS VBG NN JJ NN RB VBP NN RB VBZ JJ NNS,sandyA_fake_49,1351530080,0,0,en,0,1,0,0,0
2004,"[268, 632, 85, 3089, 43, 105, 14, 21, 515, 456, 2, 1]",JJ NN NN VBZ NNS VBG NN JJ NN IN NN NN,sandyA_fake_31,1351634230,0,0,en,0,0,0,0,0
2005,"[36, 1192, 2, 1, 43, 51, 105, 14, 21, 30, 100]",RB RBR NN NN NNS RB VBG JJ JJ NN NN,sandyA_fake_49,1351538570,0,0,en,0,0,0,0,0
2006,"[43, 105, 14, 21, 30, 2, 1, 1223, 118]",NNS VBG NN JJ NN NN NN NNS VBP,sandyA_fake_31,1351539412,0,0,en,3,1,0,0,0
2007,"[43, 51, 105, 14, 301, 36, 1, 678, 690, 1049, 469, 449, 378, 812]",NNS RB VBG NN NNS RB VBD CD CD CD NNS NN IN CD,sandyA_fake_01,1351547392,0,0,en,0,0,0,0,0
2008,"[20, 169, 43, 105, 14, 21, 30, 518, 19, 1]",VBG NN NNS VBG NN JJ NN JJ NN NN,sandyA_fake_02,1351558647,0,0,en,0,1,0,0,0
2009,"[43, 105, 14, 21, 30, 56, 1136, 4734, 2, 1]",NNS VBG NN JJ JJR NN RB VBZ NN NN,sandyA_fake_31,1351547059,0,0,en,0,0,0,0,0
2010,"[43, 51, 105, 14, 21, 30, 2, 1, 85, 118]",NNS RB VBG JJ JJ NN NN NN NN NN,sandyA_fake_01,1351551786,0,0,en,0,2,0,0,0
2011,"[43, 105, 14, 21, 30, 36, 2, 1, 20, 2, 1]",NNS VBG NN JJ JJR RB RBR JJ VBG NN NN,sandyA_fake_31,1351539806,0,0,en,1,3,0,0,0
2012,"[43, 105, 14, 21, 30, 2, 1]",NNS VBG NN JJ NN NN NN,sandyA_fake_02,1351526853,0,0,en,0,0,0,0,0
2013,"[43, 105, 14, 21, 30, 2, 1, 1986]",NNS VBG NN JJ NN NN NN VBG,sandyA_fake_31,1351534587,0,0,en,0,1,0,0,0
2014,"[1052, 43, 105, 14, 21, 2, 1, 1324, 66]",CD NNS VBG NN JJ NN NN RB JJ,sandyA_fake_02,1351531863,0,0,en,0,0,0,0,0
2015,"[43, 51, 105, 14, 21, 30, 456, 2, 1, 4735, 665]",NNS RB VBG JJ JJ JJR IN NN NN VBP NN,sandyA_fake_49,1351538068,1,0,en,4,2,0,0,0
2016,"[77, 230, 43, 105, 14, 21, 30, 19, 1]",NN NN NNS VBG NN JJ NN NN NN,sandyA_fake_27,1351556178,0,0,en,0,1,0,0,0
2017,"[1052, 43, 105, 14, 21, 30, 456, 2, 1]",CD NNS VBG NN JJ JJR IN NN NN,sandyA_fake_02,1351537563,0,0,en,0,0,0,0,0
2018,"[43, 105, 14, 21, 4736, 2, 1, 85]",NNS VBG NN JJ NN NN NN NN,sandyA_fake_01,1351681197,0,0,en,0,1,0,0,0
2019,"[43, 105, 4737, 21, 43, 2, 1, 214, 314]",NNS VBG JJ JJ NNS VBP JJ JJ NNS,sandyA_fake_01,1351552530,0,0,en,0,0,0,0,0
2020,"[43, 3090, 2, 1, 105, 21, 43, 14, 942]",NNS VBG NN NN VBG JJ NNS VBP NN,sandyA_fake_31,1351533705,1,0,en,0,1,0,0,0
2021,"[235, 85, 43, 105, 14, 21, 30, 2, 1]",NN NN NNS VBG NN JJ NN NN NN,sandyA_fake_02,1351530985,0,0,en,0,0,0,0,0
2022,"[269, 5, 43, 105, 14, 21, 30, 2, 1]",JJ NN NNS VBG NN JJ NN NN NN,sandyA_fake_02,1351529286,1,0,en,0,0,0,1,0
2023,"[43, 51, 105, 14, 21, 30, 4738, 19, 1, 48, 531]",NNS RB VBG JJ JJ JJR JJ NN NN NN NN,sandyA_fake_31,1351536523,2,0,en,0,2,0,0,0
2024,"[43, 51, 105, 14, 21, 30, 2, 1, 85, 118]",NNS RB VBG JJ JJ NN NN NN NN NN,sandyA_fake_01,1351538798,0,0,en,0,2,0,0,0
2025,"[43, 51, 105, 14, 21, 30, 2, 1, 85]",NNS RB VBG JJ JJ NN NN NN NN,sandyA_fake_01,1351529678,0,0,en,0,1,0,0,0
2026,"[43, 105, 14, 21, 30, 2, 1, 149, 7]",NNS VBG NN JJ NN NN NN JJ NN,sandyA_fake_31,1351529745,0,0,en,0,0,0,0,0
2027,"[43, 105, 14, 21, 30, 2, 1, 1223, 118]",NNS VBG NN JJ NN NN NN NNS VBP,sandyA_fake_31,1351561333,0,0,en,3,1,0,0,0
2028,"[24, 7, 2, 1, 1779, 2420, 3, 8]",JJ NN NN NN VBD JJ JJ NN,sandyA_fake_29,1351536946,0,0,es,0,0,0,0,0
2029,"[1421, 8, 2386, 853, 349, 503, 473, 22, 1, 473, 1584, 1780, 398, 543]",JJ NN NN CD CD CD NN JJ JJ NN JJ NN NN CD,sandyA_fake_17,1351544417,4,0,en,0,2,0,0,0
2030,"[24, 7, 2, 1, 1403, 2420, 3, 8, 4739]",JJ NN NN NN VBG JJ JJ NN NN,sandyA_fake_29,1351537710,0,0,es,0,0,0,0,0
2031,"[3, 8, 349, 853, 503, 2, 1, 4, 1780, 7, 539]",JJ NN CD CD CD NN NN JJ NN NN CD,sandyA_fake_14,1351545348,2,0,es,0,2,0,0,0
2032,"[1421, 8, 2386, 853, 349, 503, 473, 22, 1, 473, 1584, 1780, 398, 901]",JJ NN NN CD CD CD NN JJ JJ NN JJ NN NN CD,sandyA_fake_29,1351545516,4,0,en,0,2,0,0,0
2033,"[7, 2, 1, 53, 31, 277, 135, 11, 1, 20, 27]",NN NN JJ NNS IN NN NN JJ JJ NN NN,sandyA_fake_34,1351598534,0,0,es,0,4,0,0,0
2034,"[1325, 280, 5, 7, 2, 1, 3, 8, 31, 277, 135]",NN VBD JJ NN NN JJ JJ NN IN NN NN,sandyA_fake_09,1351545518,2,0,es,0,0,0,1,0
2035,"[46, 4740, 1568, 135, 24, 7, 2, 1, 3, 8]",NN NN NN NN JJ NN NN JJ JJ NN,sandyA_fake_09,1351536476,0,0,es,0,0,0,0,0
2036,"[96, 204, 1125, 135, 24, 7, 2, 1, 3, 8]",JJ VBD NN NN JJ NN NN JJ JJ NN,sandyA_fake_29,1351545631,0,0,es,0,1,0,0,0
2037,"[96, 204, 1125, 135, 24, 7, 2, 1, 3, 8]",JJ VBD NN NN JJ NN NN JJ JJ NN,sandyA_fake_09,1351635544,0,0,es,0,1,0,0,0
2038,"[7, 2, 1, 3, 8, 31, 277, 135]",NN NN JJ JJ NN IN NN NN,sandyA_fake_29,1351546167,0,0,es,0,1,0,0,0
2039,"[7, 2, 1, 3, 8, 31, 277, 135]",NN NN JJ JJ NN IN NN NN,sandyA_fake_29,1351546388,0,0,es,0,1,0,0,0
2040,"[7, 2, 1, 3, 8, 4741]",NN NN JJ JJ NN NN,sandyA_fake_09,1351557051,1,0,es,0,2,0,0,0
2041,"[5, 3091, 948, 2421, 1071, 681, 2422, 1, 1057, 993, 228, 3, 9, 1207, 10, 614, 1064, 998, 614, 1422, 1781]",NN NNS VBD RB JJ NN NN JJ JJ NNS IN JJ NN JJ NN CD CD CD CD CD CD,sandyA_fake_11,1351555975,3,0,en,0,0,0,1,0
2042,"[4742, 4743, 5, 4744, 948, 2421, 1071, 681, 2422, 1, 1057, 993, 228, 3, 9, 1207, 10]",NN NN NN FW FW RB JJ NN NN JJ JJ NNS IN JJ NN JJ NN,sandyA_fake_11,1351558626,4,0,en,1,0,0,1,0
2043,"[5, 3091, 948, 2421, 1071, 681, 2422, 1, 1057, 993, 228, 3, 9, 1207, 10, 614, 1064, 998, 614, 1422, 1781]",NN NNS VBD RB JJ NN NN JJ JJ NNS IN JJ NN JJ NN CD CD CD CD CD CD,sandyA_fake_11,1351556531,3,0,en,0,0,0,1,0
2044,"[443, 295, 105, 14, 21, 30, 2419, 276, 85, 1]",RB NN VBG JJ JJ NN JJ NN NN NN,sandyA_fake_31,1351615592,1,0,en,0,4,0,0,0
2045,"[4, 211, 43, 105, 154, 106, 14, 21]",JJ NN NNS VBG NN NN NN JJ,sandyA_fake_02,1351540828,1,0,en,0,1,0,0,0
2046,"[14, 21, 515, 1293, 276, 4]",NN JJ NN NN NN NN,sandyA_fake_31,1351532668,1,0,en,0,1,0,0,0
2047,"[85, 14, 21, 43, 243, 83, 3092, 784, 19, 4, 85]",NN NN JJ NNS VBP NN NN DT NN NN NN,sandyA_fake_31,1351560416,1,0,en,0,2,0,0,0
2048,"[14, 21, 30, 4]",NN JJ NN NN,sandyA_fake_27,1351555187,1,0,en,0,1,0,0,0
2049,"[1778, 279, 1326, 14, 21, 43, 1119, 215, 207, 543, 2, 2423]",RB NN NNS VBP JJ NNS VBP JJ NN CD NN NN,sandyA_fake_01,1351573196,2,0,en,0,2,0,0,0
2050,"[14, 21, 30, 82, 1192, 4, 276, 1327, 4745, 403]",NN JJ NN NN VBP JJ NN VBZ NN NN,sandyA_fake_27,1351530294,1,0,en,0,1,0,0,0
2051,"[4, 1585, 14, 21, 30, 1782, 77, 43, 22, 276]",NN VBP NN JJ JJR JJ NN NNS VBP NN,sandyA_fake_02,1351528588,3,0,en,0,2,0,0,0
2052,"[14, 21, 30, 143, 269, 483, 4, 724, 83, 4746]",NN JJ NN VBG JJ NN NN JJR NN NN,sandyA_fake_31,1351529426,3,0,en,0,4,0,0,0
2053,"[36, 4, 14, 1052, 21, 43, 51, 1551, 4747, 2424]",RB JJ NNS CD JJ NNS RB VBD JJ NN,sandyA_fake_01,1351629104,2,0,en,0,3,0,0,0
2054,"[189, 389, 51, 105, 14, 21, 43, 630, 1, 1783, 657]",NNS VBP RB VBG JJ JJ NNS VBP JJ NN NN,sandyA_fake_31,1351569552,2,0,en,0,5,0,0,0
2055,"[4, 657, 118, 14, 21, 515]",NN NN NN VBP JJ NN,sandyA_fake_49,1351527967,2,0,en,0,2,0,0,0
2056,"[43, 105, 4748, 21, 30, 36, 4749, 279, 1326, 4]",NNS VBG NN JJ JJR RB VB JJR NNS VBP,sandyA_fake_03,1351532160,2,0,en,0,2,0,0,0
2057,"[458, 72, 427, 14, 21, 30, 4]",JJ NN NN RB JJ JJR NN,sandyA_fake_49,1351528450,1,0,en,0,1,0,0,0
2058,"[14, 301, 4, 215, 267, 189, 3093, 155, 878, 3094, 129, 790]",NN NNS NN VBN RB JJ NN VBD JJ VBG NN VB,sandyA_fake_02,1351530163,3,0,en,0,3,0,0,0
2059,"[303, 16, 14, 21, 77, 230]",NNS NN VBP JJ NN NN,sandyA_fake_02,1351610465,0,0,en,0,1,0,0,0
2060,"[85, 5, 14, 21, 30, 4]",NN NN NN JJ NN NN,sandyA_fake_27,1351555439,2,0,en,0,2,0,1,0
2061,"[1416, 79, 105, 14, 21, 515, 1, 7, 662, 2425, 4750]",NN VBP VBG NN JJ NN NN NN NN NN NN,sandyA_fake_31,1351528192,0,0,en,0,0,0,0,0
2062,"[14, 21, 43, 4, 74, 118]",NN JJ NNS VBP NN NN,sandyA_fake_31,1351541988,1,0,en,1,1,0,0,0
2063,"[96, 1052, 526, 105, 14, 21, 30, 2, 1, 48, 3095]",JJ CD NNS VBG NN JJ NN NN NN JJ NN,sandyA_fake_49,1351602736,0,0,en,0,5,0,0,0
2064,"[14, 21, 515, 454, 1784, 1550, 4]",NN JJ NN NN NNS JJ NN,sandyA_fake_02,1351531874,2,0,en,1,4,0,0,0
2065,"[14, 21, 43, 4]",NN JJ NNS VBP,sandyA_fake_03,1351532319,1,0,en,0,1,0,0,0
2066,"[14, 21, 30, 4751, 4, 4752, 276]",NN JJ NN VBD JJ NNS NN,sandyA_fake_01,1351640209,3,0,en,0,4,0,0,0
2067,"[14, 21, 30, 4]",NN JJ NN NN,sandyA_fake_02,1351529278,1,0,en,0,1,0,0,0
2068,"[4, 336, 51, 1586, 154, 14, 21, 43, 85, 276]",NN NNS RB VBG NN NN JJ NNS VBP NN,sandyA_fake_01,1351538650,1,0,en,0,3,0,0,0
2069,"[43, 105, 14, 21, 30, 268, 85, 1197, 4]",NNS VBG NN JJ RB JJ NN NN NN,sandyA_fake_31,1351539736,1,0,en,0,2,0,0,0
2070,"[105, 14, 21, 515, 456, 4, 85, 48]",VBG NN JJ NN IN JJ NN NN,sandyA_fake_31,1351531983,1,0,en,0,3,0,0,0
2071,"[105, 14, 21, 30, 1301, 1, 75]",VBG NN JJ JJR NN NN NN,sandyA_fake_49,1351550055,1,0,en,0,2,0,0,0
2072,"[51, 83, 14, 21, 30, 4, 1120, 48]",RB JJ NN JJ NN JJ NN NN,sandyA_fake_31,1351529367,1,0,en,0,3,0,0,0
2073,"[105, 14, 21, 30, 1]",VBG NN JJ NN NN,sandyA_fake_01,1351549179,0,0,en,1,1,0,0,0
2074,"[43, 105, 14, 301, 630, 891, 1989, 4, 48]",NNS VBG NN JJ NN NN NN NN NN,sandyA_fake_03,1351546570,1,0,en,0,3,0,0,0
2075,"[14, 21, 30, 118, 4]",NN JJ NN NN NN,sandyA_fake_01,1351527982,1,0,en,0,2,0,0,0
2076,"[20, 16, 468, 3096, 105, 14, 21, 43, 4, 1224]",JJ NN JJ NNS VBG NN JJ NNS VBP VBG,sandyA_fake_03,1351530249,1,0,en,0,2,0,0,0
2077,"[14, 21, 30, 51, 215, 4, 630]",NN JJ NN RB VBD JJ NN,sandyA_fake_31,1351531512,1,0,en,0,2,0,0,0
2078,"[515, 404, 14, 301, 389, 443, 435, 4]",NN VBP NN NNS VBP RB NN NN,sandyA_fake_02,1351549728,2,0,en,0,1,0,0,0
2079,"[268, 85, 336, 14, 21, 30, 4, 531]",JJ NN NNS VBP JJ JJR NN NN,sandyA_fake_31,1351534969,2,0,en,1,2,0,0,0
2080,"[96, 16, 14, 21, 43, 82, 4]",JJ NN NN JJ NNS NN VBP,sandyA_fake_01,1351528988,1,0,en,0,1,0,0,0
2081,"[105, 14, 21, 515, 456, 4, 85, 48]",VBG NN JJ NN IN JJ NN NN,sandyA_fake_31,1351538252,1,0,en,0,3,0,0,0
2082,"[14, 21, 30, 890, 215, 634, 4, 85, 4753]",NN JJ NN VBZ VBN IN JJ NN NN,sandyA_fake_49,1351528843,2,0,en,0,3,0,0,0
